Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
,"3","76.73","86.99","99.99","60.66","4","TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H98O6","Triacylglycerols","54:6","16:0/18:1/20:5","878.7363","4.3","[M+H]+"
867.7401@21.43,"3","77.87","98.91","99.34","60.25","6","TG(16:1(9Z)/17:0/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","16:1/17:0/18:1","844.7520","1.2","[M+Na]+"
,"3","76.82","88.96","99.86","58.62","4","TG(16:1(9Z)/17:0/20:4(5Z,8Z,11Z,14Z))","C56H98O6","Triacylglycerols","53:5","16:1/17:0/20:4","866.7363","4.0","[M+H]+"
853.7242@21.43,"3","77.81","98.09","97.17","62.93","7","TG(16:0/16:0/18:2(9Z,12Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:0/18:2","830.7363","1.6","[M+Na]+"
,"3","76.73","86.72","99.62","61.62","4","TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:0/18:2/18:3","852.7207","4.5","[M+H]+"
976.8315@21.49,"3","78.00","98.62","95.75","66.98","6","TG(18:1(9Z)/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C63H106O6","Triacylglycerols","60:8","18:1/20:3/22:4","958.7989","1.3","[M+NH4]+"
950.8157@21.53,"4","99.05","98.04","99.81","85.10","13","TG(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H104O6","Triacylglycerols","58:7","18:1/18:1/22:5","932.7833","1.5","[M+NH4]+"
938.8157@21.54,"3","78.06","97.98","90.54","74.67","10","TG(17:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C60H104O6","Triacylglycerols","57:6","17:0/18:1/22:5","920.7833","1.6","[M+NH4]+"
867.7402@21.56,"3","77.40","98.97","91.16","58.98","5","TG(16:1(9Z)/17:0/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","16:1/17:0/18:1","844.7520","1.2","[M+Na]+"
,"3","76.14","89.11","84.38","60.17","4","TG(15:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C56H98O6","Triacylglycerols","53:5","15:0/18:1/20:4","866.7363","4.0","[M+H]+"
815.7090@21.58,"3","77.80","99.09","95.02","62.72","7","TG(15:0/16:0/16:0)","C50H96O6","Triacylglycerols","47:0","15:0/16:0/16:0","792.7207","1.2","[M+Na]+"
,"3","76.94","89.24","98.58","61.69","4","TG(15:0/16:0/18:3(6Z,9Z,12Z))","C52H94O6","Triacylglycerols","49:3","15:0/16:0/18:3","814.7050","4.1","[M+H]+"
,"3","71.48","44.91","86.06","53.72","2","SM(d18:0/24:1(15Z))","C47H95N2O6P","Ceramide phosphocholines (sphingomyelins)","42:1","-","814.6928","10.9","[M+H]+"
810.7534@21.59,"3","78.78","98.76","99.96","78.03","7","TG(15:0/16:0/16:0)","C50H96O6","Triacylglycerols","47:0","15:0/16:0/16:0","792.7207","1.4","[M+NH4]+"
841.7247@21.64,"3","78.11","99.24","99.63","63.99","7","TG(15:0/16:0/18:1(9Z))","C52H98O6","Triacylglycerols","49:1","15:0/16:0/18:1","818.7363","1.0","[M+Na]+"
,"3","76.98","89.87","99.61","60.31","4","TG(15:0/16:0/20:4(5Z,8Z,11Z,14Z))","C54H96O6","Triacylglycerols","51:4","15:0/16:0/20:4","840.7207","3.9","[M+H]+"
836.7692@21.65,"3","79.13","99.11","99.76","84.56","11","TG(15:0/16:0/18:1(9Z))","C52H98O6","Triacylglycerols","49:1","15:0/16:0/18:1","818.7363","1.1","[M+NH4]+"
938.8155@21.67,"3","73.04","97.41","0.00","66.04","5","TG(17:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C60H104O6","Triacylglycerols","57:6","17:0/18:1/22:5","920.7833","1.8","[M+NH4]+"
905.7555@21.68,"3","77.92","98.20","99.90","62.00","7","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","1.5","[M+Na]+"
,"3","76.67","87.26","98.06","60.77","4","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:2/20:4","904.7520","4.2","[M+H]+"
900.8004@21.70,"3","78.85","98.86","99.23","80.12","14","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","1.2","[M+NH4]+"
845.7582@21.74,"3","73.47","98.81","0.00","71.73","4","TG(16:0/17:1(9Z)/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","16:0/17:1/18:1","844.7520","1.3","[M+H]+"
862.7849@21.74,"3","79.00","99.11","99.28","82.45","12","TG(16:0/17:1(9Z)/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","16:0/17:1/18:1","844.7520","1.1","[M+NH4]+"
867.7402@21.75,"3","77.91","98.95","97.41","62.83","7","TG(16:0/17:1(9Z)/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","16:0/17:1/18:1","844.7520","1.2","[M+Na]+"
,"3","76.90","89.06","99.65","60.28","4","TG(15:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C56H98O6","Triacylglycerols","53:5","15:0/18:1/20:4","866.7363","4.0","[M+H]+"
874.7850@21.77,"4","94.16","99.38","0.00","84.39","11","TG(16:0/18:0/18:3(6Z,9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:0/18:3","856.7520","0.9","[M+NH4]+"
926.8155@21.77,"3","78.62","97.46","98.57","78.94","13","TG(18:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))","C59H104O6","Triacylglycerols","56:5","18:1/18:1/20:3","908.7833","1.8","[M+NH4]+"
931.7701@21.78,"3","77.51","94.56","99.37","61.73","7","TG(18:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))","C59H104O6","Triacylglycerols","56:5","18:1/18:1/20:3","908.7833","2.6","[M+Na]+"
,"3","76.03","80.27","99.42","60.66","4","TG(18:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","C61H102O6","Triacylglycerols","58:8","18:1/20:3/20:4","930.7676","5.2","[M+H]+"
912.8004@21.82,"4","98.97","98.97","98.29","83.21","9","TG(17:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C58H102O6","Triacylglycerols","55:5","17:0/18:1/20:4","894.7676","1.2","[M+NH4]+"
888.8005@21.84,"3","79.02","98.98","98.69","83.68","14","TG(17:1(9Z)/18:1(9Z)/18:1(9Z))","C56H102O6","Triacylglycerols","53:3","17:1/18:1/18:1","870.7676","1.2","[M+NH4]+"
893.7558@21.86,"3","78.02","98.95","99.74","62.79","7","TG(17:1(9Z)/18:1(9Z)/18:1(9Z))","C56H102O6","Triacylglycerols","53:3","17:1/18:1/18:1","870.7676","1.2","[M+Na]+"
,"3","76.99","89.20","99.65","61.73","4","TG(17:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C58H100O6","Triacylglycerols","55:6","17:1/18:1/20:4","892.7520","3.9","[M+H]+"
879.7404@21.86,"3","77.97","99.42","99.30","61.19","7","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","0.9","[M+Na]+"
,"3","77.03","90.69","99.94","59.32","4","TG(16:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:0/18:3/20:3","878.7363","3.6","[M+H]+"
900.8007@21.87,"3","78.76","99.48","99.91","76.24","12","TG(18:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:0/18:1/18:3","882.7676","0.8","[M+NH4]+"
905.7561@21.96,"3","77.88","99.49","99.36","59.35","6","TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))","C57H102O6","Triacylglycerols","54:4","16:0/18:1/20:3","882.7676","0.8","[M+Na]+"
,"3","77.03","91.07","99.89","58.64","4","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:3/20:3","904.7520","3.5","[M+H]+"
938.8159@21.98,"3","78.46","98.60","99.67","72.24","8","TG(17:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C60H104O6","Triacylglycerols","57:6","17:0/18:1/22:5","920.7833","1.3","[M+NH4]+"
964.8321@22.01,"3","72.85","99.62","0.00","57.70","2","TG(18:1(9Z)/19:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C62H106O6","Triacylglycerols","59:7","18:1/19:1/22:5","946.7989","0.7","[M+NH4]+"
905.7562@22.03,"3","77.83","99.52","98.45","59.13","6","TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))","C57H102O6","Triacylglycerols","54:4","16:0/18:1/20:3","882.7676","0.8","[M+Na]+"
,"3","77.04","91.21","99.97","58.41","4","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:3/20:3","904.7520","3.4","[M+H]+"
900.8008@22.12,"3","78.71","99.49","99.11","76.02","12","TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))","C57H102O6","Triacylglycerols","54:4","16:0/18:1/20:3","882.7676","0.8","[M+NH4]+"
867.7406@22.16,"3","77.87","99.65","98.28","59.81","6","TG(16:0/17:0/18:2(9Z,12Z))","C54H100O6","Triacylglycerols","51:2","16:0/17:0/18:2","844.7520","0.7","[M+Na]+"
,"3","77.07","91.57","99.93","58.43","4","TG(16:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))","C56H98O6","Triacylglycerols","53:5","16:0/17:0/20:5","866.7363","3.5","[M+H]+"
862.7850@22.18,"3","78.81","99.32","99.75","77.82","11","TG(16:0/17:0/18:2(9Z,12Z))","C54H100O6","Triacylglycerols","51:2","16:0/17:0/18:2","844.7520","1.0","[M+NH4]+"
824.7697@22.22,"3","79.02","99.74","99.88","81.11","13","TG(16:0/16:0/16:0)","C51H98O6","Triacylglycerols","48:0","16:0/16:0/16:0","806.7363","0.6","[M+NH4]+"
829.7247@22.23,"3","76.82","99.33","75.64","62.17","7","TG(16:0/16:0/16:0)","C51H98O6","Triacylglycerols","48:0","16:0/16:0/16:0","806.7363","1.0","[M+Na]+"
,"3","76.29","90.13","83.81","61.81","4","TG(16:0/16:0/18:3(6Z,9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:0/18:3","828.7207","3.9","[M+H]+"
893.7561@22.25,"3","77.96","99.49","98.79","61.48","7","TG(17:0/18:1(9Z)/18:2(9Z,12Z))","C56H102O6","Triacylglycerols","53:3","17:0/18:1/18:2","870.7676","0.8","[M+Na]+"
,"3","77.04","91.00","99.94","58.77","4","TG(17:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C58H100O6","Triacylglycerols","55:6","17:0/18:1/20:5","892.7520","3.5","[M+H]+"
888.8008@22.25,"3","79.02","99.50","99.58","81.79","13","TG(17:0/18:1(9Z)/18:2(9Z,12Z))","C56H102O6","Triacylglycerols","53:3","17:0/18:1/18:2","870.7676","0.8","[M+NH4]+"
931.7717@22.26,"3","78.00","99.32","99.43","61.89","6","TG(16:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C59H104O6","Triacylglycerols","56:5","16:0/18:1/22:4","908.7833","0.9","[M+Na]+"
,"3","76.82","90.54","96.85","58.48","3","TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C61H102O6","Triacylglycerols","58:8","16:0/20:4/22:4","930.7676","3.5","[M+H]+"
926.8161@22.26,"4","99.21","99.05","99.75","86.42","12","TG(16:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C59H104O6","Triacylglycerols","56:5","16:0/18:1/22:4","908.7833","1.1","[M+NH4]+"
914.8165@22.28,"3","79.12","99.57","99.82","83.51","14","TG(18:1(9Z)/18:2(9Z,12Z)/19:1(9Z))","C58H104O6","Triacylglycerols","55:4","18:1/18:2/19:1","896.7833","0.7","[M+NH4]+"
919.7718@22.29,"3","77.05","91.24","99.63","58.86","4","TG(18:1(9Z)/19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C60H102O6","Triacylglycerols","57:7","18:1/19:1/20:5","918.7676","3.4","[M+H]+"
855.7405@22.30,"3","78.05","99.51","97.87","64.21","7","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","0.8","[M+Na]+"
,"3","77.21","90.91","99.84","62.57","4","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","3.6","[M+H]+"
976.8319@22.31,"3","78.57","99.23","99.49","73.46","7","TG(18:1(9Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C63H106O6","Triacylglycerols","60:8","18:1/20:1/22:6","958.7989","0.9","[M+NH4]+"
976.8320@22.32,"3","78.10","99.37","90.57","72.62","7","TG(18:1(9Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C63H106O6","Triacylglycerols","60:8","18:1/20:1/22:6","958.7989","0.9","[M+NH4]+"
952.8320@22.34,"4","99.15","99.43","97.80","86.42","13","TG(18:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C61H106O6","Triacylglycerols","58:6","18:1/18:1/22:4","934.7989","0.8","[M+NH4]+"
957.7873@22.34,"3","77.87","99.40","96.42","62.25","7","TG(18:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C61H106O6","Triacylglycerols","58:6","18:1/18:1/22:4","934.7989","0.8","[M+Na]+"
,"3","77.12","90.97","99.32","61.12","4","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C63H104O6","Triacylglycerols","60:9","18:1/20:4/22:4","956.7833","3.4","[M+H]+"
888.7995@22.56,"3","78.47","96.11","98.39","78.83","13","TG(17:0/18:1(9Z)/18:2(9Z,12Z))","C56H102O6","Triacylglycerols","53:3","17:0/18:1/18:2","870.7676","2.3","[M+NH4]+"
829.7243@22.59,"4","98.74","98.30","99.98","78.18","10","TG(16:0/16:0/16:0)","C51H98O6","Triacylglycerols","48:0","16:0/16:0/16:0","806.7363","1.6","[M+Na]+"
,"4","97.52","87.11","98.60","77.67","6","TG(16:0/16:0/18:3(6Z,9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:0/18:3","828.7207","4.5","[M+H]+"
914.8150@22.63,"3","78.22","95.93","91.02","81.51","14","TG(18:1(9Z)/18:2(9Z,12Z)/19:1(9Z))","C58H104O6","Triacylglycerols","55:4","18:1/18:2/19:1","896.7833","2.3","[M+NH4]+"
824.7687@22.63,"3","78.88","97.84","99.33","82.50","10","TG(16:0/16:0/16:0)","C51H98O6","Triacylglycerols","48:0","16:0/16:0/16:0","806.7363","1.8","[M+NH4]+"
855.7399@22.64,"3","78.01","98.27","97.70","65.95","9","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","1.6","[M+Na]+"
,"3","76.61","87.17","93.66","64.11","5","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","4.4","[M+H]+"
914.8147@22.67,"3","78.30","94.36","95.65","81.58","14","TG(18:1(9Z)/18:2(9Z,12Z)/19:1(9Z))","C58H104O6","Triacylglycerols","55:4","18:1/18:2/19:1","896.7833","2.7","[M+NH4]+"
833.7583@22.68,"3","74.03","99.15","0.00","82.23","11","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","1.1","[M+H]+"
850.7844@22.69,"3","78.87","97.95","99.00","82.54","10","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","1.7","[M+NH4]+"
833.7577@22.69,"3","75.82","97.45","39.30","82.20","11","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","1.9","[M+H]+"
978.8465@22.72,"3","73.21","96.54","0.00","71.14","8","TG(18:1(9Z)/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C63H108O6","Triacylglycerols","60:7","18:1/20:2/22:4","960.8146","2.0","[M+NH4]+"
914.8150@22.74,"3","78.20","95.61","96.89","75.98","8","TG(18:1(9Z)/18:2(9Z,12Z)/19:1(9Z))","C58H104O6","Triacylglycerols","55:4","18:1/18:2/19:1","896.7833","2.4","[M+NH4]+"
881.7550@22.77,"3","77.85","96.73","98.17","65.42","9","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","2.1","[M+Na]+"
,"3","76.56","83.91","99.77","63.59","5","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","4.8","[M+H]+"
876.7999@22.77,"3","79.12","97.63","99.59","87.47","13","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","1.8","[M+NH4]+"
859.7733@22.77,"4","99.10","97.55","99.59","87.23","12","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","1.9","[M+H]+"
881.7549@22.78,"3","77.59","96.52","93.35","65.40","9","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","2.2","[M+Na]+"
,"3","76.41","83.51","97.52","63.58","5","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","4.9","[M+H]+"
859.7728@22.79,"4","98.67","95.58","95.10","87.20","12","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","2.5","[M+H]+"
885.7882@22.84,"4","98.40","94.65","93.49","85.31","13","TG(18:1(6Z)/18:1(9Z)/18:1(6Z))","C57H104O6","Triacylglycerols","54:3","18:1/18:1/18:1","884.7833","2.7","[M+H]+"
859.7728@22.86,"4","98.85","95.78","98.37","87.00","12","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","2.4","[M+H]+"
952.8305@22.86,"3","77.35","95.26","85.84","70.55","10","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","C61H106O6","Triacylglycerols","58:6","18:1/20:1/20:4","934.7989","2.4","[M+NH4]+"
902.8152@22.88,"3","79.02","96.60","99.08","88.18","14","TG(18:1(6Z)/18:1(9Z)/18:1(6Z))","C57H104O6","Triacylglycerols","54:3","18:1/18:1/18:1","884.7833","2.1","[M+NH4]+"
881.7551@22.89,"3","77.52","97.04","91.29","65.06","9","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","2.0","[M+Na]+"
,"3","76.43","84.54","96.30","63.28","5","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","4.7","[M+H]+"
907.7702@22.91,"4","98.01","95.25","92.72","77.06","10","TG(18:1(6Z)/18:1(9Z)/18:1(6Z))","C57H104O6","Triacylglycerols","54:3","18:1/18:1/18:1","884.7833","2.5","[M+Na]+"
,"4","96.82","81.32","97.25","76.60","6","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C59H102O6","Triacylglycerols","56:6","18:1/18:1/20:4","906.7676","5.2","[M+H]+"
885.7882@22.91,"4","98.46","94.62","95.35","84.68","13","TG(18:1(6Z)/18:1(9Z)/18:1(6Z))","C57H104O6","Triacylglycerols","54:3","18:1/18:1/18:1","884.7833","2.7","[M+H]+"
940.8295@22.92,"3","72.26","90.41","0.00","64.45","5","TG(17:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C60H106O6","Triacylglycerols","57:5","17:0/18:1/22:4","922.7989","3.5","[M+NH4]+"
926.8152@22.94,"4","98.97","96.63","99.94","86.13","12","TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C59H104O6","Triacylglycerols","56:5","18:0/18:1/20:4","908.7833","2.1","[M+NH4]+"
907.7706@22.94,"4","98.31","96.43","96.41","76.97","10","TG(18:1(6Z)/18:1(9Z)/18:1(6Z))","C57H104O6","Triacylglycerols","54:3","18:1/18:1/18:1","884.7833","2.2","[M+Na]+"
,"4","97.14","83.49","99.29","76.52","6","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C59H102O6","Triacylglycerols","56:6","18:1/18:1/20:4","906.7676","4.8","[M+H]+"
855.7403@22.98,"3","77.26","99.18","83.94","62.90","7","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","1.1","[M+Na]+"
,"3","76.59","89.72","90.74","61.57","4","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","3.9","[M+H]+"
978.8466@22.99,"3","78.21","96.82","96.06","74.44","10","TG(18:1(9Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H108O6","Triacylglycerols","60:7","18:1/20:1/22:5","960.8146","1.9","[M+NH4]+"
978.8466@23.01,"3","73.36","96.91","0.00","73.37","8","TG(18:1(9Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H108O6","Triacylglycerols","60:7","18:1/20:1/22:5","960.8146","1.9","[M+NH4]+"
881.7557@23.02,"3","77.81","98.77","96.13","62.58","7","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","1.3","[M+Na]+"
,"3","76.87","88.62","99.18","61.07","4","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","4.0","[M+H]+"
859.7737@23.04,"3","73.77","98.50","0.00","78.35","12","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","1.4","[M+H]+"
952.8310@23.06,"4","98.94","97.23","99.65","84.68","12","TG(18:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H106O6","Triacylglycerols","58:6","18:0/18:1/22:5","934.7989","1.8","[M+NH4]+"
860.7767@23.06,"3","69.57","66.03","0.00","59.36","3","TG(15:1(9Z)/17:2(9Z,12Z)/19:0)","C54H98O6","Triacylglycerols","51:3","15:1/17:2/19:0","842.7363","7.6","[M+NH4]+"
936.8945@23.06,"3","77.83","99.26","96.27","61.74","3","TG(16:0/18:0/22:0)","C59H114O6","Triacylglycerols","56:0","16:0/18:0/22:0","918.8615","1.0","[M+NH4]+"
876.8004@23.10,"3","79.10","98.80","98.29","86.20","13","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1/18:1","858.7676","1.3","[M+NH4]+"
881.7559@23.18,"3","77.99","99.09","99.84","61.84","7","TG(16:0/18:0/18:2(9Z,12Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:0/18:2","858.7676","1.1","[M+Na]+"
,"3","76.89","89.56","98.81","59.83","4","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","3.8","[M+H]+"
859.7731@23.20,"3","73.35","96.88","0.00","73.24","8","TG(16:0/18:0/18:2(9Z,12Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:0/18:2","858.7676","2.1","[M+H]+"
843.7402@23.23,"3","77.84","98.95","99.38","59.43","6","TG(16:0/16:0/17:0)","C52H100O6","Triacylglycerols","49:0","16:0/16:0/17:0","820.7520","1.2","[M+Na]+"
,"3","76.88","88.94","99.01","60.70","4","TG(16:0/17:0/18:3(6Z,9Z,12Z))","C54H98O6","Triacylglycerols","51:3","16:0/17:0/18:3","842.7363","4.1","[M+H]+"
876.8006@23.24,"3","78.96","99.18","99.26","81.55","11","TG(16:0/18:0/18:2(9Z,12Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:0/18:2","858.7676","1.1","[M+NH4]+"
933.7863@23.25,"3","77.77","97.00","99.34","62.06","7","TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))","C59H106O6","Triacylglycerols","56:4","18:1/18:2/20:1","910.7989","1.9","[M+Na]+"
,"3","76.46","84.76","99.92","59.75","4","TG(18:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","C61H104O6","Triacylglycerols","58:7","18:1/20:2/20:4","932.7833","4.5","[M+H]+"
838.7849@23.26,"3","78.72","99.20","98.58","77.42","8","TG(16:0/16:0/17:0)","C52H100O6","Triacylglycerols","49:0","16:0/16:0/17:0","820.7520","1.1","[M+NH4]+"
928.8314@23.26,"3","78.94","98.17","99.05","83.47","14","TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))","C59H106O6","Triacylglycerols","56:4","18:1/18:2/20:1","910.7989","1.5","[M+NH4]+"
843.7402@23.26,"3","71.78","89.34","0.00","56.85","3","TG(16:0/17:0/18:3(6Z,9Z,12Z))","C54H98O6","Triacylglycerols","51:3","16:0/17:0/18:3","842.7363","4.0","[M+H]+"
940.8300@23.30,"3","72.95","93.20","0.00","72.59","6","TG(17:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C60H106O6","Triacylglycerols","57:5","17:0/18:1/22:4","922.7989","2.9","[M+NH4]+"
864.8005@23.31,"3","79.17","99.06","99.93","85.26","11","TG(16:0/17:0/18:1(9Z))","C54H102O6","Triacylglycerols","51:1","16:0/17:0/18:1","846.7676","1.1","[M+NH4]+"
936.8945@23.31,"3","72.98","99.26","0.00","60.98","3","TG(16:0/18:0/22:0)","C59H114O6","Triacylglycerols","56:0","16:0/18:0/22:0","918.8615","1.0","[M+NH4]+"
902.8161@23.32,"3","79.14","98.92","99.39","85.53","13","TG(18:0/18:1(9Z)/18:2(9Z,12Z))","C57H104O6","Triacylglycerols","54:3","18:0/18:1/18:2","884.7833","1.2","[M+NH4]+"
869.7556@23.32,"3","77.78","98.37","95.17","63.77","7","TG(16:0/17:0/18:1(9Z))","C54H102O6","Triacylglycerols","51:1","16:0/17:0/18:1","846.7676","1.5","[M+Na]+"
,"3","76.69","87.49","98.70","60.17","4","TG(16:0/17:0/20:4(5Z,8Z,11Z,14Z))","C56H100O6","Triacylglycerols","53:4","16:0/17:0/20:4","868.7520","4.3","[M+H]+"
940.8303@23.32,"4","97.92","94.53","86.67","82.69","8","TG(17:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C60H106O6","Triacylglycerols","57:5","17:0/18:1/22:4","922.7989","2.6","[M+NH4]+"
